configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677976,0m1.735s
1,50%,xz,-3,1,1677976,0m1.731s
10,100%,xz,-9,1,1317152,0m5.192s
11,50%,lzma,-6,16,1316901,0m5.131s
12,75%,xz,-3,32,1677976,0m1.744s
13,50%,lzma,-3,16,1677670,0m1.778s
14,50%,lzma,-6,32,1316901,0m5.088s
15,50%,xz,-6,32,1317152,0m5.140s
16,75%,lzma,-3,16,1677670,0m1.721s
17,75%,lzma,-6,32,1316901,0m5.098s
18,100%,lzma,-6,1,1316901,0m5.063s
19,75%,lzma,-3,1,1677670,0m1.731s
2,75%,xz,-9,16,1317152,0m5.198s
20,75%,lzma,-6,1,1316901,0m5.088s
21,75%,lzma,-6,16,1316901,0m5.056s
22,100%,xz,-9,32,1317152,0m5.137s
23,100%,xz,-9,16,1317152,0m5.152s
24,50%,lzma,-9,32,1316901,0m5.198s
25,50%,lzma,-3,32,1677670,0m1.769s
26,100%,xz,-3,1,1677976,0m1.779s
27,100%,lzma,-9,16,1316901,0m5.179s
28,100%,lzma,-3,1,1677670,0m1.788s
29,50%,lzma,-6,1,1316901,0m5.086s
3,100%,xz,-6,32,1317152,0m5.140s
4,50%,lzma,-3,1,1677670,0m1.742s
5,75%,xz,-3,1,1677976,0m1.735s
6,100%,lzma,-6,16,1316901,0m5.080s
7,75%,xz,-6,32,1317152,0m5.113s
8,50%,xz,-3,32,1677976,0m1.781s
9,75%,xz,-9,32,1317152,0m5.187s
